Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1847,16660041,"Hoàng Quốc Việt ","2026-08-27 10:39:10",1414.9,2,viethwang3i
1848,16698214,Juandix,"2026-08-18 03:35:51",1414.5,2,juandix
1849,16644702,cracker_1_war,"2026-08-23 18:26:39",1414.4,2,cracker1war
1850,16671694,evananann,"2026-08-19 07:46:36",1414.1,2,evananann
1851,16759625,gkg223,"2026-08-23 19:00:17",1414.0,2,gkg223
1852,16667734,SuroRitch,"2026-08-15 16:23:52",1414.0,2,suroritch
1853,16622242,"Robert Koval","2026-08-15 07:02:17",1414.0,2,robertkoval
1854,16623445,"Hasin Raihan Dhrubo","2026-08-16 09:28:12",1413.9,1,hasinraihandhrubo
1855,16643125,"CARLOS CAADA ROSTRO","2026-08-21 19:23:34",1413.4,2,carloscaadarostro
1856,16621294,dpquoc,"2026-08-31 04:22:00",1413.0,2,dpquoc
1857,16678172,"Eishkaran Singh","2026-08-19 19:12:02",1412.8,2,eishkaran
1858,16710661,"Pengyi Peng1","2026-08-22 02:06:40",1412.6,2,pengyipeng1
1859,16674831,"nk for work","2026-08-29 02:31:21",1412.4,2,nkforwork
1860,16760295,"Luke Hurt","2026-08-24 01:03:42",1412.3,2,lukehurt
1861,16693942,"Lisan al-Gaib","2026-08-31 12:31:42",1412.1,2,azrihasin
1862,16653890,YUKRUB,"2026-08-20 07:37:27",1411.8,2,yukrub
1863,16719100,"Abhiraj Singh","2026-08-14 12:02:33",1411.8,2,cyberdrago
1864,16629624,"Sayandeep Ghosh","2026-09-02 19:57:53",1411.7,2,sayandeepghosh
1865,16745294,"Ahmed Ehab Fathi","2026-08-20 17:15:31",1411.2,2,ahmedehabfathi
1866,16697891,KuziJA,"2026-08-20 20:35:43",1411.1,2,kuzija
1867,16710141,htatsumi,"2026-08-15 01:07:11",1410.9,1,tatsumihasebe
1868,16690113,m0chi1216,"2026-08-16 15:07:24",1410.8,2,m0chi1216
1869,16697936,"Sami Cakiral","2026-08-15 19:43:40",1410.3,2,samicakiral
1870,16722112,nyori,"2026-08-18 10:35:38",1409.6,2,nyoriworks
1871,16714902,HunterBlue,"2026-08-13 18:54:47",1409.5,2,marianacodebase
1872,16686583,techtech69,"2026-08-22 16:19:05",1409.5,2,techtech69
1873,16682471,Soumya2003,"2026-08-25 17:58:29",1409.0,2,soumya2003uyvv755
1874,16757689,YanXiaohan666,"2026-09-01 15:57:45",1408.1,2,yanxiaohan666
1875,16678346,"Farhan Abid","2026-08-16 08:41:15",1407.9,2,farhanabidtech786
1876,16621219,"Inna Campo","2026-08-15 09:08:23",1407.9,2,innacampo
1877,16659210,HASHP100D,"2026-09-01 03:52:29",1407.8,2,hashp100d
1878,16659711,williams,"2026-08-31 16:37:57",1407.8,2,williams
1879,16659972,"Pelamovic ","2026-08-25 18:03:34",1407.7,2,pelamovic
1880,16658150,Gravity-x73d,"2026-08-17 09:16:29",1407.6,2,gravityx73d
1881,16709295,"Isaac Owomugisha","2026-08-20 16:22:52",1407.3,2,cmplxxyttmt
1882,16737561,"Raj Aryan Singh","2026-08-18 11:50:54",1407.1,2,kratos14raj
1883,16680967,Tyooughtul,"2026-08-16 00:58:06",1407.0,2,yooughtul
1884,16698884,VVVoyager,"2026-08-14 03:55:10",1406.8,2,"haoxuanshan,hengnui"
1885,16662940,"The Coder Geek Squad Leader","2026-08-17 09:23:58",1406.7,2,soulemaneisissifou
1886,16781170,"Ulugbek Salohiddinov","2026-08-28 02:38:15",1406.6,2,ulugbeksalohiddinov
1887,16712943,"Cesar Marcondes","2026-09-02 13:03:59",1406.1,2,cmarcond
1888,16749347,Shibungi,"2026-09-01 06:52:21",1406.1,2,shibungi
1889,16666301,"James Felipe","2026-09-01 04:14:58",1405.9,2,jamesfelipe
1890,16641893,"Kashyapsinh gohil","2026-08-15 16:10:05",1405.4,2,kashyapsinhgohil
1891,16683488,"Ripudaman Parmar","2026-08-23 12:06:07",1404.9,2,"ktkgpt,ripudamanparmar"
1892,16708226,asi1024,"2026-08-16 13:14:53",1404.9,2,asi1024
1893,16720088,"Oiti Roy","2026-08-14 06:26:04",1404.4,1,oitiroy
1894,16660735,"Bassel Elbahnasy","2026-09-02 21:01:51",1404.2,2,basselashraf
1895,16705499,byncpy,"2026-08-17 17:18:47",1404.2,1,jinliangbi
1896,16664120,SaiDuttaAbhishekDash,"2026-08-21 20:30:01",1403.9,2,saiduttaabhishekdash
1897,16656296,Fususu,"2026-08-25 03:03:04",1403.7,2,phuongncn
1898,16701897,"Alejandro Lavandeira Casais","2026-08-14 12:56:12",1403.3,2,alejandrolavandeira
1899,16713127,Felis,"2026-08-25 20:07:16",1403.2,2,ilyaafanasenko
1900,16656584,Spintronic,"2026-08-19 15:24:17",1402.9,2,spintronic
1901,16717756,Dominick,"2026-09-02 15:29:00",1402.8,2,kcinimod
1902,16759652,Fnoa,"2026-08-23 12:26:39",1402.6,2,trasibulo
1903,16683865,Shin7jp,"2026-08-14 09:51:13",1402.5,2,shin7jp
1904,16729421,Oblivix,"2026-09-02 04:16:25",1402.4,2,"aradhyatiwariii,oblivix"
1905,16724262,"Obu obu","2026-08-15 10:48:05",1402.4,2,obuobu
1906,16727090,"Deep Blue Pasture","2026-08-17 02:28:34",1402.2,2,shamanah
1907,16663590,"Jakub Dolének","2026-08-13 13:08:32",1402.1,2,dolenek
1908,16660840,"An Garcia","2026-09-03 00:51:20",1402.1,2,angarcia
1909,16633096,anvai_agents,"2026-08-20 05:50:45",1402.0,2,"anandgaikwad7781,vaidehidhamnikar"
1910,16722818,"Mukesh R","2026-08-16 13:07:44",1402.0,2,mukeshr06
1911,16722120,nekoha,"2026-08-15 15:01:16",1401.4,2,nekoha
1912,16678872,ibrahim,"2026-08-17 19:30:32",1400.7,2,skyfish77
1913,16635969,"Omkar Kadam","2026-08-31 15:22:20",1399.9,2,"itzzomkar,khanayanayub,princypaonam"
1914,16621683,Shivangoudaa,"2026-08-26 11:45:55",1399.6,2,ishivapatil
1915,16748421,lulzx,"2026-08-20 17:52:11",1399.6,2,lulzxy
1916,16731432,sieradni,"2026-09-01 06:12:00",1399.6,2,sieradni
1917,16635317,"KAKA Minishijie","2026-08-26 04:36:55",1399.4,2,kakaminishijie
1918,16656399,CROW,"2026-08-14 04:59:30",1399.2,2,"aaayangxh,hanifnoerrofiq"
1919,16658554,Pai,"2026-08-31 07:45:14",1399.0,2,rajathrpai
1920,16721453,"Random Mambo","2026-09-01 09:41:19",1398.7,2,beaten67
1921,16682306,岸本湧士郎,"2026-08-31 01:59:46",1398.6,2,yushiro20021111
1922,16691830,"Nikita Lugovoy","2026-08-15 03:39:17",1398.6,2,nikital7
1923,16715628,Dian,"2026-08-17 01:57:33",1398.5,2,clas233
1924,16719238,"Rômulo Siqueira","2026-08-20 00:15:16",1398.0,2,romulosiqueira
1925,16664860,ANUJPUROHIT18,"2026-09-01 05:03:07",1397.6,2,anujpurohit05
1926,16729488,"Bala vighnesh Reddy","2026-08-26 07:35:49",1397.5,2,balavighneshreddy
1927,16663851,"Harshith revuru","2026-08-21 22:15:33",1397.4,2,harshithrevuru
1928,16716698,gisgisgis,"2026-08-15 05:35:47",1396.8,2,gisgisgis
1929,16652764,hikahika,"2026-08-16 00:35:31",1396.6,2,naganohikaru
1930,16658345,Ficu∞$,"2026-08-28 08:43:18",1396.2,2,mikeintokyo
1931,16634246,just_calculate,"2026-08-20 08:22:38",1396.2,2,justcalculate
1932,16670524,"Nat Bel ML Fun","2026-09-02 22:48:16",1396.0,2,natbel4ml
1933,16730180,zshandy,"2026-08-19 22:29:48",1396.0,2,zshandy
1934,16682892,"Alvaro Llamojha","2026-09-02 19:40:04",1395.2,2,alvarollamojha
1935,16713178,Funno,"2026-08-19 17:32:54",1395.1,2,yes711
1936,16726232,"sayed rafi","2026-08-18 21:13:00",1394.8,2,sayedrafi
1937,16774237,"Dennis SH Lai","2026-08-30 17:21:31",1394.7,2,dshihlai
1938,16632006,"Adwait Tagalpallewar","2026-08-16 08:44:12",1393.3,2,adwaittagalpallewar
1939,16672530,GUGUGAGA,"2026-08-14 04:33:54",1392.9,2,"ruiyangzhang23,taoguo079"
1940,16622367,mg,"2026-08-23 17:49:21",1392.9,2,"egorkashpar,sashaboriskin,smooky"
1941,16761875,eugenn,"2026-09-02 17:10:30",1392.7,2,eugennekhai
1942,16687596,AjPrem,"2026-08-21 02:37:39",1392.3,2,"ajprem,jefferysingh,neelcasula"
1943,16623408,shiggriculture,"2026-09-03 01:04:28",1392.2,2,shimishige
1944,16713743,oliver,"2026-08-22 16:48:18",1391.9,2,ollibolli
1945,16682885,风沙星辰,"2026-08-23 03:28:27",1390.5,2,"duoliya,linyeping,sereinovov,wangying2026"
1946,16691987,0xalgos,"2026-08-17 09:35:28",1390.0,2,anandvashishtha5362
1947,16665125,"David Schindler15","2026-08-14 04:58:39",1389.9,2,"davidschindler15,mz3207"
1948,16675777,"Ml BOY","2026-09-02 17:45:23",1389.7,2,mlboy1
1949,16688313,"Gnosys Labs","2026-08-30 00:29:34",1389.3,2,gnosyslabs
1950,16672033,"Mohan Prasath P","2026-08-21 10:08:16",1389.2,2,mohanprasath21
1951,16669643,"Athenix Kaggriculture","2026-08-24 18:23:54",1389.1,2,sdafdsfsdfgdsg
1952,16726071,"PDF ULTRA","2026-08-20 19:36:33",1388.9,2,"alengevorgyan,gab0yan"
1953,16727019,uitsnf,"2026-08-23 15:45:22",1388.8,2,uitsnf
1954,16682557,"Soumalya Mandal","2026-08-14 14:57:29",1387.4,2,mrcyberhunter
1955,16634093,gezi,"2026-08-27 12:56:56",1386.2,2,goldenlock
1956,16691976,"Harini Panigrahi","2026-08-14 16:57:32",1385.5,1,harinipanigrahi
1957,16668069,jackhsia,"2026-08-23 15:56:13",1385.4,2,jackhsia
1958,16774141,Evelyn3976,"2026-08-31 01:13:23",1385.3,2,evelyn3976
1959,16623226,"Hafida Belayd","2026-08-28 12:41:48",1385.2,2,hafidabelayd
1960,16750477,"Tapabrata Biswas","2026-08-25 13:11:13",1384.7,2,"dumbakaash,ishanhira"
1961,16657228,"Vladimir Babin","2026-08-30 02:28:50",1384.7,2,vovababin
1962,16758709,dk07dk,"2026-08-26 08:45:35",1384.1,2,dk07dk
1963,16694091,"Nan Leng","2026-08-23 07:41:41",1383.8,2,nleng66ca
1964,16655766,前衛,"2026-08-15 00:17:53",1383.8,2,"atharvranjan,shreyasgandhe,siddharth9077"
1965,16724947,teacherli0,"2026-08-16 03:09:09",1382.5,2,teacherli0
1966,16721947,groots,"2026-08-16 06:32:40",1381.8,2,muhammadismail433
1967,16713155,AdarshAleti,"2026-08-18 05:39:57",1381.8,2,adarsh1077
1968,16623836,awarse,"2026-08-14 06:00:45",1381.1,2,awarse
1969,16770648,"Yoshitaka Nozaki","2026-08-26 00:38:06",1380.9,1,yoshitakanozaki
1970,16709339,"Mohammad Javad Dianat","2026-09-02 20:39:25",1380.7,2,dianatofficial
1971,16664759,OrGanAIc,"2026-08-14 22:58:18",1380.2,2,arghyaranjandas
1972,16679443,albu,"2026-08-15 19:22:12",1380.1,2,albuslaev
1973,16657803,"Arya Mazloomi","2026-08-14 00:17:11",1379.9,2,aryamazloomi
1974,16630315,janson,"2026-08-19 10:54:37",1379.5,2,johnjanson
1975,16709246,"Tariku Mehdi","2026-09-03 00:25:56",1379.0,2,tarikumehdi
1976,16723941,teraSurfer40141,"2026-08-16 01:16:49",1377.7,2,r00tt00r
1977,16696561,"Ali Ramazanov","2026-09-02 06:12:30",1377.6,2,aliramazanov
1978,16656519,"Chris Laska","2026-08-25 19:45:39",1377.4,2,chrislaska
1979,16669897,"Tahsan Ferdous","2026-08-14 19:30:09",1377.4,2,tahsanferdous
1980,16634238,SoWwe,"2026-08-29 18:17:46",1377.2,2,sowwe4
1981,16622531,"musya lyusya team","2026-08-19 11:22:46",1377.2,2,vswz2nqp
1982,16743528,JunWenZhu_1314,"2026-09-02 23:36:09",1376.7,2,junwenzhu1314
1983,16712459,松原琉喜,"2026-08-14 14:54:47",1376.5,2,ryuki12kyo
1984,16676904,researchstudio.site,"2026-09-01 02:40:44",1376.3,2,fistyee
1985,16667787,"Daryl Brach","2026-08-17 09:41:51",1376.1,2,dbrach
1986,16801797,Tv,"2026-09-02 14:04:08",1375.6,2,linyeah
1987,16717792,han10086,"2026-08-13 15:05:21",1375.6,2,han10086
1988,16663818,"Mike Mordetsky","2026-08-18 11:49:58",1374.8,2,mikemordetsky
1989,16736838,アナコンダ,"2026-08-24 08:29:45",1374.5,2,"ei1333,unosss"
1990,16652912,"Kyle Ellard","2026-09-02 15:28:17",1374.4,2,kyleellard
1991,16649313,"Jiajun HAN","2026-08-14 07:13:57",1374.3,2,jiajun1
1992,16632444,"Issac “Izreal” Davis","2026-08-13 20:42:03",1374.2,2,issacizrealdavis
1993,16661034,"Devesh Mehta","2026-08-30 23:55:02",1373.9,2,deveshmehtaaie
1994,16734667,sadanamaru,"2026-09-02 17:23:12",1373.8,2,sadanamaru
1995,16718745,"Vishwamitra Mishra","2026-09-02 00:23:18",1373.7,2,vishwa007
1996,16671767,Kaileh57,"2026-09-03 00:56:22",1373.5,2,kaileh57
1997,16661509,JSON_Voorhees,"2026-09-03 00:14:35",1373.5,2,michaelgreenhut
1998,16765601,"Dinesh Makireddy 7389","2026-08-31 04:30:54",1373.2,2,dineshmakireddy7389
1999,16722986,"Abhiram 9803","2026-08-15 18:43:09",1373.1,2,abhiram9803
2000,16759037,Yuyannnn,"2026-08-29 15:36:43",1372.6,2,yuyannnn
2001,16671738,Exposed,"2026-08-22 07:02:02",1372.3,2,erickeller2
2002,16655335,Justus,"2026-08-19 14:18:38",1371.4,2,justus0
2003,16694138,Alex,"2026-09-01 18:56:13",1371.3,2,alex789
2004,16703300,"Fahd EL ANSARI","2026-08-15 23:47:17",1370.8,2,fahdelansari
2005,16705176,"Ruslan Raupov","2026-08-20 09:10:24",1370.6,2,ruslanraupoff
2006,16718572,MLarpers,"2026-08-22 14:06:48",1370.2,2,"koteikachannel,mrhornetik"
2007,16664164,"Elzandi Irfan Zikra","2026-08-15 15:53:21",1370.0,2,"dyahayuretnoningsih2,zangetsufuin"
2008,16714162,MarvinTMB,"2026-09-01 05:45:37",1369.8,2,marvintmb
2009,16666054,Ani,"2026-08-28 04:10:27",1369.7,2,anirudhk333
2010,16785505,"Rishiraj Acharya","2026-08-29 03:10:09",1368.9,1,rishirajacharya
2011,16739939,crescent_star,"2026-08-24 15:50:25",1368.3,2,cenzop
2012,16666884,"Antonio Stanciu","2026-08-15 14:33:52",1368.3,2,stanciuantonio
2013,16667998,Speril,"2026-08-16 09:13:41",1368.1,2,speril
2014,16685850,K,"2026-08-14 06:37:41",1367.3,2,kolci017
2015,16764476,daviddnd,"2026-08-31 15:11:13",1367.0,2,daviddnd
2016,16719083,"Justin Mai 16","2026-08-24 06:06:16",1366.9,2,justinmai16
2017,16644877,lu_fish,"2026-08-16 14:13:53",1366.6,2,thefish114514
2018,16691702,kss,"2026-08-13 19:30:20",1365.5,2,l0glikelihood
2019,16710421,SZ_00_zyz,"2026-08-20 02:54:53",1365.4,2,sz00zyz
2020,16724795,yangqi1234,"2026-08-23 08:26:23",1365.4,2,yangqi1234
2021,16628295,qwertykeypadapple,"2026-08-13 19:05:04",1364.9,2,qwertykeypadapple
2022,16761593,"stsa asts","2026-09-02 19:16:22",1364.7,2,stsaasts
2023,16707598,Kamazarashi,"2026-08-18 05:40:15",1364.7,2,kamazarashi
2024,16676034,"Songyot P","2026-08-18 15:56:07",1364.6,2,songyotpi
2025,16621355,Raiden.B,"2026-08-12 05:49:42",1364.6,2,raidenb
2026,16688130,"Lujia Liang","2026-08-24 09:15:27",1364.2,2,lujialiang123
2027,16743790,"yuji y","2026-08-28 10:53:06",1363.9,2,yujiyyy
2028,16728571,hasibirok0,"2026-09-02 13:06:51",1363.8,2,hasibirok0
2029,16624896,"Akmal Azzam o'g'li","2026-08-18 06:03:51",1362.1,1,akmalmir
2030,16670755,"Amine zeDDouk","2026-08-18 09:37:41",1359.3,2,aminezeddouk
2031,16749352,"Ian Virchenko","2026-08-25 17:36:35",1358.5,2,yvainr
2032,16794207,AlekseiProvorov,"2026-08-31 09:59:52",1358.0,2,leoprovorov
2033,16697689,"Pavel Pakhmutov","2026-08-12 23:11:23",1357.8,2,pavelpakhmutov
2034,16671588,Keisuke,"2026-08-26 20:02:19",1357.2,2,keisukeueda
2035,16807038,mitsuki,"2026-09-02 08:06:26",1357.2,2,mk00000
2036,16634691,bot-farmer,"2026-08-19 06:16:19",1356.6,2,shauryam25
2037,16711725,meatori-nu,"2026-08-16 19:28:03",1356.6,2,meatorinu
2038,16725354,"Swaroop piduguralla","2026-08-19 14:23:28",1356.2,2,pnsaimanitejaswaroop
2039,16669494,"Abdullah Razi","2026-08-20 17:41:24",1355.9,2,abdullahroninrazi
2040,16655179,"I Need an Internship","2026-08-15 02:39:23",1355.5,2,dimasibnumuthi
2041,16697223,"Azizii Gill","2026-08-29 20:38:00",1355.4,2,aziziigill
2042,16655688,"Ryan Shan","2026-08-13 02:43:38",1355.1,2,codegold
2043,16751140,onick_man,"2026-08-31 19:42:43",1355.0,2,ftakahas
2044,16665237,"get some fries","2026-09-03 00:56:43",1355.0,2,"rainchen0411,richardsilence,tongyuexiao"
2045,16668788,ConnieCodes,"2026-08-17 13:40:25",1354.8,2,conniecodes
2046,16726431,Manav,"2026-08-16 17:51:03",1354.7,2,manavsangwan
2047,16792927,EnricRovira,"2026-09-02 22:19:03",1354.5,2,enric1296
2048,16796544,"Xiaonan FU","2026-09-02 08:23:49",1354.0,2,xiaonanfu999
2049,16698256,Mint,"2026-08-17 18:39:08",1353.8,2,rorandangerous
2050,16655263,rishavsaigal,"2026-08-29 17:52:32",1352.9,2,rishavsaigal
2051,16634143,"manual player","2026-08-14 00:41:13",1352.9,2,prospal
2052,16735125,mtskggle,"2026-08-22 04:50:43",1352.8,2,matsusakaggle
2053,16666018,"H vv sathwik","2026-08-26 06:49:10",1351.7,2,hvvsathwik
2054,16778410,"uriel villegas govea","2026-08-28 00:25:47",1351.6,2,urielvillegasgovea
2055,16728723,"Ronith Rashmikara","2026-08-18 03:28:52",1350.0,2,ronithrr
2056,16675088,"Andrei Chulkov","2026-08-15 19:43:12",1349.5,2,andreichulkov
2057,16722902,"Grigorii IU","2026-08-22 01:54:09",1349.5,2,grigorii220
2058,16658777,"Jiarui (Jerry) Cao","2026-08-15 03:44:07",1348.8,2,jiaruicao7
2059,16698069,k_4821,"2026-08-12 06:43:09",1347.8,2,edgarondoodevilclub
2060,16671424,cicen1139,"2026-08-22 09:37:51",1347.7,2,cicen1139
2061,16786092,Shiru2,"2026-08-29 02:15:44",1347.0,2,shiru2
2062,16640368,"Nkosi Ndwandwe","2026-08-22 05:40:06",1346.7,2,nkosindwandwe
2063,16678618,"Manu Nicholas Jacob","2026-08-23 23:03:35",1346.6,2,manunicholasjacob
2064,16729828,spunkrock,"2026-08-16 20:08:06",1346.3,1,spunkrock
2065,16691524,"Martim Nascimento","2026-09-02 02:25:53",1346.1,2,martimnascimento
2066,16803103,hugghngkai,"2026-09-02 09:38:14",1344.5,2,hugghngkai
2067,16740320,NguyenAn27,"2026-08-20 00:46:32",1344.2,2,nguyenan27
2068,16657610,"H Bharath","2026-08-31 18:54:57",1343.7,2,hbharath
2069,16775473,LuanHengYu,"2026-08-31 04:20:45",1343.5,2,apexml
2070,16685556,binghua_123,"2026-09-02 12:05:50",1343.4,2,binghua123
2071,16696631,"saya akan lawan!","2026-08-21 18:42:23",1343.0,2,nurhadibudhy
2072,16655305,"Junior Sohou","2026-08-14 00:15:42",1342.9,2,juniorsohou
2073,16621407,Kh0a,"2026-08-27 11:25:28",1342.4,1,llkh0a
2074,16716930,"Direc M","2026-08-31 04:54:06",1342.1,2,direcm
2075,16738895,SangGold,"2026-08-18 15:48:23",1342.1,1,sanggold
2076,16692851,ichnixhelle,"2026-08-12 22:20:24",1342.1,2,ichnixhelle
2077,16735238,DHKim0324,"2026-08-25 08:49:34",1342.0,2,dhkim0324
2078,16719090,CHSTO,"2026-08-16 23:43:52",1342.0,1,haotianqi
2079,16730334,EUGENEYEUNG,"2026-08-22 13:03:33",1341.6,2,eugeneyeung
2080,16770149,rikutokuwayama,"2026-08-27 10:40:56",1341.1,2,rikutokuwayama
2081,16658081,ando,"2026-08-20 01:52:23",1341.1,2,andoshunsuke
2082,16748246,"Eric S","2026-08-26 12:50:54",1340.5,2,ericsangberg
2083,16743737,"Joanna C.","2026-08-20 23:07:09",1339.4,2,joannaciesielski
2084,16786603,"Shutong Hou","2026-09-02 05:39:04",1339.3,2,praxel123
2085,16696983,"JKM Ventures","2026-08-17 22:58:03",1338.4,2,jeffreydrew
2086,16726948,Stitch,"2026-08-29 03:58:50",1338.4,2,mitsuaccessjam
2087,16634650,UnfriendlyAI,"2026-08-24 11:44:47",1338.1,2,unfriendlyai
2088,16674479,"Alan Rosston","2026-08-14 08:20:49",1337.6,2,alanrosston
2089,16726115,helloworld311,"2026-08-17 05:52:20",1336.9,2,helloworld311
2090,16658618,"philip georgiev","2026-08-29 21:47:04",1336.2,2,philipgeorgiev
2091,16661304,"Jonathan Roy","2026-09-02 22:55:08",1336.2,2,jonathanroy7
2092,16659123,sd,"2026-08-18 17:46:56",1335.5,2,siddharthadevkota
2093,16656948,"alexander kern","2026-08-24 18:02:17",1335.0,2,alexanderkern
2094,16663969,"Aarush Kute","2026-08-19 22:06:48",1335.0,2,aarushkute
2095,16715024,"Ömer Özbek","2026-08-22 13:50:34",1334.6,2,omerozb
2096,16775412,"moo moo","2026-08-30 15:18:26",1334.6,2,"amrof122,yassinamr11"
2097,16681893,morality0707,"2026-08-31 06:50:24",1334.2,2,morality0707
2098,16640264,DhanaLakshmiMalla,"2026-08-21 09:38:58",1333.8,2,dhanalakshmimalla
2099,16654791,"Dev Rath","2026-09-02 12:52:27",1333.4,2,devbratrath
2100,16721259,Qsj,"2026-08-28 09:20:10",1333.3,2,qiaoshiji
2101,16769866,"Suzuki Riki","2026-08-25 12:11:09",1332.9,2,suzukiriki
2102,16725242,chinchilla,"2026-08-19 10:53:07",1332.9,2,tgwstr
2103,16624303,seven,"2026-08-31 05:21:16",1332.7,2,morikawatakeshi
2104,16723988,yuyinghuang,"2026-09-01 23:51:29",1332.4,2,yuyinghuang
2105,16723132,Bridgeport,"2026-08-21 20:25:32",1332.3,2,bridgeport
2106,16738825,RishabhSpark,"2026-08-28 05:11:27",1332.1,2,rishabhspark
2107,16763418,overwhelmer,"2026-08-25 08:22:55",1332.1,2,overwhelmer
2108,16728272,"Daris Dzakwan Hoesien","2026-08-16 10:48:22",1332.1,1,darisdzakwanhoesien2
2109,16766401,"Gobi Elangovan","2026-09-02 17:16:14",1331.4,2,gobielangovan
2110,16766640,watana,"2026-08-30 07:55:08",1331.3,2,yukiwat
2111,16730903,noynkmr,"2026-08-25 05:47:01",1331.1,1,noynkmr
2112,16700995,"Maram Ali","2026-08-15 09:13:15",1331.0,2,msama01
2113,16700204,"ZHOU HONGYI","2026-08-21 12:47:28",1330.7,2,zhouhyz
2114,16726545,whm8016,"2026-09-02 14:13:54",1330.7,2,whm8016
2115,16651623,"Sarvesh Talele","2026-08-28 05:18:58",1329.6,2,sarveshtalele
2116,16774228,"Anggit Maulana Abdi","2026-08-28 14:37:01",1329.3,2,anggitmaulanaabdi
2117,16639230,Rylan,"2026-08-15 13:15:45",1329.0,2,"liuruihan333,wangxiaodundun"
2118,16770715,"Vicens Gaitan","2026-09-01 16:11:46",1328.9,2,vicensgaitan
2119,16630331,"Mohamed El-Nageeb","2026-09-03 01:19:22",1328.9,2,thelastsmilodon
2120,16661423,"Rishavendra Sharma","2026-08-31 08:38:23",1328.7,2,rishavendrasharma
2121,16693272,ush,"2026-08-16 12:44:31",1328.7,2,kusuha
2122,16664334,"Satishvaran Ragu","2026-08-28 03:07:19",1328.5,2,satishvaranragu
2123,16650372,Greed,"2026-08-12 17:18:47",1328.1,2,greedshen
2124,16671940,LJazya,"2026-09-02 06:10:00",1327.7,2,jihanelek
2125,16668998,WarRusher,"2026-09-02 23:43:55",1327.1,2,warrusher
2126,16649314,"Yuka,Ota","2026-08-17 03:42:23",1326.8,2,yukaika
2127,16673881,"Sebastian Johansson","2026-08-27 08:39:07",1326.3,2,sebbejohansson
2128,16725642,"Arav Sharma","2026-08-17 03:51:14",1326.0,2,aravsharma26
2129,16723955,chunsuri,"2026-09-03 01:10:53",1325.9,2,chunsuri
2130,16675704,reeemii,"2026-08-26 08:51:15",1325.4,2,reeemii
2131,16778206,yuanlao153,"2026-08-28 15:00:04",1325.3,2,yuanlao153
2132,16658290,rrishavrraj,"2026-08-22 11:00:34",1325.3,2,"rrishavrraj,shubhamkumar9812"
2133,16658409,AlexMasip,"2026-09-01 14:37:26",1325.0,2,alexmasip
2134,16743741,Arooran,"2026-08-24 13:37:47",1324.8,2,arooransivakarunai
2135,16701969,旧楚狂人,"2026-08-15 14:20:59",1324.6,2,jiuchukuangren
2136,16633179,infamemconculcemus,"2026-09-02 07:32:27",1323.1,2,jcgweb
2137,16691012,"Sanzhar Almasuly","2026-08-29 07:28:34",1323.0,2,sanzharalmasuly
2138,16664761,"Udit Jain #2","2026-08-19 14:15:29",1322.8,2,iamudit
2139,16678462,"Eric Han Wang","2026-09-03 00:58:51",1322.7,2,ericwang03
2140,16651257,PursueML,"2026-09-02 16:26:41",1322.6,2,pursueml
2141,16671504,Agentmaster,"2026-08-28 06:33:07",1322.2,2,"kinjaza,shawnno"
2142,16677832,"Maryam Tahir","2026-08-25 15:07:42",1322.1,2,maryamtahir09
2143,16761652,"Dhruv #2","2026-09-02 12:37:22",1321.9,2,dhruvrama
2144,16728460,oh-Artistburger-AHA-TastyMeat!,"2026-08-16 11:54:46",1321.1,1,akikukeo1
2145,16735102,"Zhiqi Liu","2026-08-31 02:57:12",1320.6,2,crazyqiqi
2146,16693557,"Ifeoluwa Adewumi","2026-08-19 17:00:37",1320.5,2,ifeadewumi
2147,16675512,Corgi-Samoyed,"2026-09-02 13:31:10",1320.2,2,corgisamoyed
2148,16669089,YujieXing10,"2026-09-02 13:59:41",1319.9,2,yujiexing10
2149,16688153,"Panchajanya Banerjee (Pancham)","2026-08-16 20:28:27",1319.9,2,delayedkarma
2150,16756415,"Mihai Balan","2026-08-31 06:39:25",1319.6,2,mihaibalan
2151,16731836,"Theo Venturian","2026-09-01 21:33:41",1319.6,2,theodorraulventurian
2152,16655582,"Yang Jinneng","2026-08-29 13:01:07",1319.0,2,adurey
2153,16656340,InfiHeart,"2026-08-17 10:02:11",1319.0,1,infiheart
2154,16622939,"Kamal Das","2026-08-27 12:47:13",1318.4,2,kmldas
2155,16672653,Cultuurstelsel,"2026-08-13 16:59:47",1318.1,2,ryuorlandotamin
2156,16665596,chunhu666,"2026-08-30 07:05:40",1318.0,2,chunhu666
2157,16671821,donglee,"2026-08-13 09:13:09",1317.9,1,dongleeovo
2158,16770282,colt,"2026-08-25 09:55:29",1317.8,1,xiaomaguo
2159,16714058,"Ahmet Erdem Pamuk","2026-08-12 18:59:18",1317.5,2,ahmeterdempamuk
2160,16740103,Adjakou,"2026-08-24 07:31:02",1317.5,2,adjakou
2161,16802578,Yuuki4543,"2026-09-02 16:17:09",1317.1,2,yuuki4543
2162,16689447,"Ivan Berrutto","2026-08-13 04:14:38",1317.0,2,ivanberrutto
2163,16663229,kakuteki,"2026-08-28 04:08:43",1316.8,2,kakuteki
2164,16732879,daulettoibazar,"2026-09-03 01:21:54",1316.7,2,daulettoibazar
2165,16672168,"Justin Rutkowski","2026-08-14 17:34:37",1316.6,2,justinrutkowski
